,reactions,new_reaction,solved_by,confidence,modifiers,issue
155,CCOC(=O)C(CCCOC1CCCCO1)=Cc1cccc2ccccc12>>CCOC(=O)C(CCCOC1CCCCO1)Cc1cccc2ccccc12,CCOC(=O)C(CCCOC1CCCCO1)=Cc1cccc2ccccc12.[H].[H]>>CCOC(=O)C(CCCOC1CCCCO1)Cc1cccc2ccccc12,rule-based-method,,[],
156,CC(=O)Nc1ccccc1CO>>CC(=O)Nc1ccccc1C=O,CC(=O)Nc1ccccc1CO.[O]>>CC(=O)Nc1ccccc1C=O.O,rule-based-method,,[],
157,COC(=O)c1ccc(C=Cc2ccc3c(c2)C(C=Cc2ccccc2)=CCC3(C)C)cc1.O>>CC1(C)CC=C(C=Cc2ccccc2)c2cc(C=Cc3ccc(cc3)C(O)=O)ccc12,COC(=O)c1ccc(C=Cc2ccc3c(c2)C(C=Cc2ccccc2)=CCC3(C)C)cc1.O.[O]>>CC1(C)CC=C(C=Cc2ccccc2)c2cc(C=Cc3ccc(cc3)C(O)=O)ccc12.C=O.O,rule-based-method,,[],
158,CCOC(=O)COc1cc(ccc1CCNS(=O)(=O)c1cc(ccc1OC)C#N)C(C)C.O>>COc1ccc(cc1S(=O)(=O)NCCc1ccc(cc1OCC(O)=O)C(C)C)C#N,CCOC(=O)COc1cc(ccc1CCNS(=O)(=O)c1cc(ccc1OC)C#N)C(C)C.O>>COc1ccc(cc1S(=O)(=O)NCCc1ccc(cc1OCC(O)=O)C(C)C)C#N.CCO,mcs-based-method,,['default single bond'],
159,CCN(CC)C(=O)c1ccc(cc1)C(O)c1cccc(O[Si](C)(C)C(C)(C)C)c1>>CCN(CC)C(=O)c1ccc(cc1)C(=O)c1cccc(O[Si](C)(C)C(C)(C)C)c1,CCN(CC)C(=O)c1ccc(cc1)C(O)c1cccc(O[Si](C)(C)C(C)(C)C)c1.[O]>>CCN(CC)C(=O)c1ccc(cc1)C(=O)c1cccc(O[Si](C)(C)C(C)(C)C)c1.O,rule-based-method,,[],
160,COc1c(I)c(Cl)cc(F)c1-n1c(=O)cc(n(C)c1=O)C(F)(F)F>>Cn1c(cc(=O)n(-c2c(F)cc(Cl)c(I)c2O)c1=O)C(F)(F)F,COc1c(I)c(Cl)cc(F)c1-n1c(=O)cc(n(C)c1=O)C(F)(F)F>>Cn1c(cc(=O)n(-c2c(F)cc(Cl)c(I)c2O)c1=O)C(F)(F)F.CI,mcs-based-method,,"['C-O Ether break', 'default single bond']",
161,O.COC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F>>OC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F,O.COC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F.[O]>>OC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F.C=O.O,rule-based-method,,[],
162,CC1=C(C(=O)N(CO1)C(C)(C)C(O)c1cccc(C=C)c1)c1ccccc1>>CC1=C(C(=O)N(CO1)C(C)(C)C(=O)c1cccc(C=C)c1)c1ccccc1,CC1=C(C(=O)N(CO1)C(C)(C)C(O)c1cccc(C=C)c1)c1ccccc1.[O]>>CC1=C(C(=O)N(CO1)C(C)(C)C(=O)c1cccc(C=C)c1)c1ccccc1.O,rule-based-method,,[],
163,O=C1COCC2CNCCN12>>C1CN2CCOCC2CN1,O=C1COCC2CNCCN12>>C1CN2CCOCC2CN1.O,mcs-based-method,,[],
164,COCCOCOc1ccc(C=CC=CC(=O)NCCN2CCC(CC2)OC(c2ccccc2)c2ccccc2)cc1OC>>COc1cc(C=CC=CC(=O)NCCN2CCC(CC2)OC(c2ccccc2)c2ccccc2)ccc1O,COCCOCOc1ccc(C=CC=CC(=O)NCCN2CCC(CC2)OC(c2ccccc2)c2ccccc2)cc1OC>>COc1cc(C=CC=CC(=O)NCCN2CCC(CC2)OC(c2ccccc2)c2ccccc2)ccc1O.COCCOCO,mcs-based-method,,"['append O when next to O or N', 'default single bond']",
165,COc1ccccc1C=Cc1ccccc1>>Oc1ccccc1C=Cc1ccccc1,COc1ccccc1C=Cc1ccccc1>>Oc1ccccc1C=Cc1ccccc1.CI,mcs-based-method,,"['C-O Ether break', 'default single bond']",
166,CC(C)(C)OC(=O)N1C(CC2CCCCOC2)COC1(C)C.O>>CC(C)(C)OC(=O)NC(CO)CC1CCCCOC1,CC(C)(C)OC(=O)N1C(CC2CCCCOC2)COC1(C)C.O>>CC(C)(C)OC(=O)NC(CO)CC1CCCCOC1,,,[],
167,CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)C(Cl)=O.C1CNOC1>>CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)C(=O)N1CCCO1,CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)C(Cl)=O.C1CNOC1>>CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)C(=O)N1CCCO1.[H+].[Cl-],rule-based-method,,[],
168,CNC.COC(=O)c1cc(F)ccc1C#N>>COC(=O)c1cc(ccc1C#N)N(C)C,CNC.COC(=O)c1cc(F)ccc1C#N>>COC(=O)c1cc(ccc1C#N)N(C)C.[H+].[F-],rule-based-method,,[],
169,OCc1cccc(Br)n1.CCCc1c(O)ccc(C(C)=O)c1O>>CCCc1c(O)c(ccc1OCc1cccc(Br)n1)C(C)=O,OCc1cccc(Br)n1.CCCc1c(O)ccc(C(C)=O)c1O>>CCCc1c(O)c(ccc1OCc1cccc(Br)n1)C(C)=O.O,rule-based-method,,[],
170,CC(Cl)C(Cl)=O.COC(=O)Nc1ccc(OCc2nc3ccccc3s2)cc1C>>COC(=O)N(C(=O)C(C)Cl)c1ccc(OCc2nc3ccccc3s2)cc1C,CC(Cl)C(Cl)=O.COC(=O)Nc1ccc(OCc2nc3ccccc3s2)cc1C>>COC(=O)N(C(=O)C(C)Cl)c1ccc(OCc2nc3ccccc3s2)cc1C.[H+].[Cl-],rule-based-method,,[],
171,CC(=O)N1CCc2c(C1)c(nn2CC1CO1)-c1ccc(Br)cc1.Cc1ccc(Cl)cc1N1CCNCC1>>CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCN(CC1)c1cc(Cl)ccc1C)-c1ccc(Br)cc1,CC(=O)N1CCc2c(C1)c(nn2CC1CO1)-c1ccc(Br)cc1.Cc1ccc(Cl)cc1N1CCNCC1>>CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCN(CC1)c1cc(Cl)ccc1C)-c1ccc(Br)cc1,,,[],
172,OC=O.NC1c2ccccc2COc2ccc(cc12)C(O)=O>>OC(=O)c1ccc2OCc3ccccc3C(NC=O)c2c1,OC=O.NC1c2ccccc2COc2ccc(cc12)C(O)=O>>OC(=O)c1ccc2OCc3ccccc3C(NC=O)c2c1.O,rule-based-method,,[],
173,Clc1nc(Cl)c2scc(Br)c2n1.NCC=C>>Clc1nc(NCC=C)c2scc(Br)c2n1,Clc1nc(Cl)c2scc(Br)c2n1.NCC=C>>Clc1nc(NCC=C)c2scc(Br)c2n1.[H+].[Cl-],rule-based-method,,[],
174,CC(Cl)c1ccc(F)cc1.C(Cc1ccccc1)N1CCC(CC1)Nc1nc2ccccc2[nH]1>>CC(c1ccc(F)cc1)n1c(NC2CCN(CCc3ccccc3)CC2)nc2ccccc12,CC(Cl)c1ccc(F)cc1.C(Cc1ccccc1)N1CCC(CC1)Nc1nc2ccccc2[nH]1>>CC(c1ccc(F)cc1)n1c(NC2CCN(CCc3ccccc3)CC2)nc2ccccc12.[H+].[Cl-],rule-based-method,,[],
175,Cc1cc2c(F)ccc(C#N)c2o1.OCCC1CCNCC1>>Cc1cc2c(ccc(C#N)c2o1)N1CCC(CCO)CC1,Cc1cc2c(F)ccc(C#N)c2o1.OCCC1CCNCC1>>Cc1cc2c(ccc(C#N)c2o1)N1CCC(CCO)CC1.[H+].[F-],rule-based-method,,[],
176,Brc1ccc(s1)C#N.Nc1cc(Cl)ccc1Cl>>Clc1ccc(Cl)c(NC(=N)c2ccc(Br)s2)c1,Brc1ccc(s1)C#N.Nc1cc(Cl)ccc1Cl>>Clc1ccc(Cl)c(NC(=N)c2ccc(Br)s2)c1,,,[],
177,CC(C)(C)Cc1nc2cc(ccc2n1CC1CC1)S(=O)(=O)C(C)(C)C(Cl)=O.NCCO>>CC(C)(C)Cc1nc2cc(ccc2n1CC1CC1)S(=O)(=O)C(C)(C)C(=O)NCCO,CC(C)(C)Cc1nc2cc(ccc2n1CC1CC1)S(=O)(=O)C(C)(C)C(Cl)=O.NCCO>>CC(C)(C)Cc1nc2cc(ccc2n1CC1CC1)S(=O)(=O)C(C)(C)C(=O)NCCO.[H+].[Cl-],rule-based-method,,[],
178,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2C(CC(O)=O)COc12.COc1ccc(CN)cc1>>COc1ccc(CNC(=O)CC2COc3c2c(ccc3OC)C(=O)Nc2c(Cl)cncc2Cl)cc1,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2C(CC(O)=O)COc12.COc1ccc(CN)cc1>>COc1ccc(CNC(=O)CC2COc3c2c(ccc3OC)C(=O)Nc2c(Cl)cncc2Cl)cc1.O,rule-based-method,,[],
179,Cc1ccccc1N.[O-][N+](=O)c1cnc2ccccc2c1Cl>>Cc1ccccc1Nc1c(cnc2ccccc12)[N+]([O-])=O,Cc1ccccc1N.[O-][N+](=O)c1cnc2ccccc2c1Cl>>Cc1ccccc1Nc1c(cnc2ccccc12)[N+]([O-])=O.[H+].[Cl-],rule-based-method,,[],
180,CCN(CC)CCCCl.Oc1ccc(cc1)S(=O)(=O)c1c(Cc2ccc(Cl)cc2)oc2ccccc12>>CCN(CC)CCCOc1ccc(cc1)S(=O)(=O)c1c(Cc2ccc(Cl)cc2)oc2ccccc12,CCN(CC)CCCCl.Oc1ccc(cc1)S(=O)(=O)c1c(Cc2ccc(Cl)cc2)oc2ccccc12>>CCN(CC)CCCOc1ccc(cc1)S(=O)(=O)c1c(Cc2ccc(Cl)cc2)oc2ccccc12.[H+].[Cl-],rule-based-method,,[],
181,CC(C)CS(Cl)(=O)=O.Cn1ccc2c(O)cc(Cc3cnc(N)nc3N)cc12>>CC(C)CS(=O)(=O)Oc1cc(Cc2cnc(N)nc2N)cc2n(C)ccc12,CC(C)CS(Cl)(=O)=O.Cn1ccc2c(O)cc(Cc3cnc(N)nc3N)cc12>>CC(C)CS(=O)(=O)Oc1cc(Cc2cnc(N)nc2N)cc2n(C)ccc12.[H+].[Cl-],rule-based-method,,[],
182,COc1cc(Cl)ccc1C(Cl)=O.Nc1ccc(cc1)C(=O)N1Cc2ccccc2Cc2ccccc12>>COc1cc(Cl)ccc1C(=O)Nc1ccc(cc1)C(=O)N1Cc2ccccc2Cc2ccccc12,COc1cc(Cl)ccc1C(Cl)=O.Nc1ccc(cc1)C(=O)N1Cc2ccccc2Cc2ccccc12>>COc1cc(Cl)ccc1C(=O)Nc1ccc(cc1)C(=O)N1Cc2ccccc2Cc2ccccc12.[H+].[Cl-],rule-based-method,,[],
183,COCOCCCBr.c1ccc(cc1)P(c1ccccc1)c1ccccc1>>[Br-].COCOCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,COCOCCCBr.c1ccc(cc1)P(c1ccccc1)c1ccccc1>>[Br-].COCOCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,,,[],
184,CN.CSc1ncc(Cl)c(Cl)n1>>CNc1nc(SC)ncc1Cl,CN.CSc1ncc(Cl)c(Cl)n1>>CNc1nc(SC)ncc1Cl.[H+].[Cl-],rule-based-method,,[],
185,Cc1ccc(CCl)nc1.Sc1nc2cc3OCOCc3cc2[nH]1>>Cc1ccc(CSc2nc3cc4OCOCc4cc3[nH]2)nc1,Cc1ccc(CCl)nc1.Sc1nc2cc3OCOCc3cc2[nH]1>>Cc1ccc(CSc2nc3cc4OCOCc4cc3[nH]2)nc1.[H+].[Cl-],rule-based-method,,[],
186,CCOC(=O)NN.ClC(Cl)=O>>CCOC(=O)NNC(Cl)=O,CCOC(=O)NN.ClC(Cl)=O>>CCOC(=O)NNC(Cl)=O.[H+].[Cl-],rule-based-method,,[],
187,Cn1c(cc(=O)n(-c2cc(F)c(cc2F)[N+]([O-])=O)c1=O)C(F)(F)F.COC(=O)C(C)Oc1ncccc1O>>COC(=O)C(C)Oc1ncccc1Oc1cc(c(F)cc1[N+]([O-])=O)-n1c(=O)cc(n(C)c1=O)C(F)(F)F,Cn1c(cc(=O)n(-c2cc(F)c(cc2F)[N+]([O-])=O)c1=O)C(F)(F)F.COC(=O)C(C)Oc1ncccc1O>>COC(=O)C(C)Oc1ncccc1Oc1cc(c(F)cc1[N+]([O-])=O)-n1c(=O)cc(n(C)c1=O)C(F)(F)F.[H+].[F-],rule-based-method,,[],
188,BrCCCOc1ccccc1C#N.COCCCN1C(=O)CCc2ccc(COC3CN(CCC3c3ccc(O)cc3)C(=O)OC(C)(C)C)cc12>>COCCCN1C(=O)CCc2ccc(COC3CN(CCC3c3ccc(OCCCOc4ccccc4C#N)cc3)C(=O)OC(C)(C)C)cc12,BrCCCOc1ccccc1C#N.COCCCN1C(=O)CCc2ccc(COC3CN(CCC3c3ccc(O)cc3)C(=O)OC(C)(C)C)cc12>>COCCCN1C(=O)CCc2ccc(COC3CN(CCC3c3ccc(OCCCOc4ccccc4C#N)cc3)C(=O)OC(C)(C)C)cc12.[H+].[Br-],rule-based-method,,[],
189,CSCCl.Oc1ccc(Cl)cc1Cl>>CSCOc1ccc(Cl)cc1Cl,CSCCl.Oc1ccc(Cl)cc1Cl>>CSCOc1ccc(Cl)cc1Cl.[H+].[Cl-],rule-based-method,,[],
190,CSc1nc(C)c(Cc2ccccc2)c(=O)[nH]1.Cc1nc[nH]c1CSCCN>>Cc1nc[nH]c1CSCCNc1nc(C)c(Cc2ccccc2)c(=O)[nH]1,CSc1nc(C)c(Cc2ccccc2)c(=O)[nH]1.Cc1nc[nH]c1CSCCN>>Cc1nc[nH]c1CSCCNc1nc(C)c(Cc2ccccc2)c(=O)[nH]1.CS,mcs-based-method,,[],
191,CC(C)=C.OC(=O)C1C=CCC=C1>>CC(C)(C)OC(=O)C1C=CCC=C1,CC(C)=C.OC(=O)C1C=CCC=C1>>CC(C)(C)OC(=O)C1C=CCC=C1,,,[],
192,Fc1cnc(Cl)nc1.Fc1ccc2n(CC3CCC4CNCCN4C3)ccc2c1>>Fc1cnc(nc1)N1CCN2CC(Cn3ccc4cc(F)ccc34)CCC2C1,Fc1cnc(Cl)nc1.Fc1ccc2n(CC3CCC4CNCCN4C3)ccc2c1>>Fc1cnc(nc1)N1CCN2CC(Cn3ccc4cc(F)ccc34)CCC2C1.[H+].[Cl-],rule-based-method,,[],
193,COC(=O)OC.O=C1CCc2ccccc2C1>>COC(=O)C1C(=O)CCc2ccccc12,COC(=O)OC.O=C1CCc2ccccc2C1.[O]>>COC(=O)C1C(=O)CCc2ccccc12.C=O.O,rule-based-method,,[],
194,CN1CCNCC1.COc1ccc(cc1C(O)=O)S(Cl)(=O)=O>>COc1ccc(cc1C(O)=O)S(=O)(=O)N1CCN(C)CC1,CN1CCNCC1.COc1ccc(cc1C(O)=O)S(Cl)(=O)=O>>COc1ccc(cc1C(O)=O)S(=O)(=O)N1CCN(C)CC1.[H+].[Cl-],rule-based-method,,[],
195,BrC1=CC(=O)C2CCC1C2.COCCOCc1nc(ccc1C(O)=O)C(F)(F)F>>COCCOCc1nc(ccc1C(=O)OC1=CC(=O)C2CCC1C2)C(F)(F)F,BrC1=CC(=O)C2CCC1C2.COCCOCc1nc(ccc1C(O)=O)C(F)(F)F>>COCCOCc1nc(ccc1C(=O)OC1=CC(=O)C2CCC1C2)C(F)(F)F.[H+].[Br-],rule-based-method,,[],
196,Fc1ccc(cc1)C(CCCCl)c1ccc(F)cc1.C1OC2(CCNCC2)c2ccccc12>>Cl.Fc1ccc(cc1)C(CCCN1CCC2(CC1)OCc1ccccc21)c1ccc(F)cc1,Fc1ccc(cc1)C(CCCCl)c1ccc(F)cc1.C1OC2(CCNCC2)c2ccccc12>>Cl.Fc1ccc(cc1)C(CCCN1CCC2(CC1)OCc1ccccc21)c1ccc(F)cc1,,,[],
197,O=C1NC(=O)c2ccccc12.OC(CCl)CN1CCC(Cc2ccccc2)CC1>>OC(CN1C(=O)c2ccccc2C1=O)CN1CCC(Cc2ccccc2)CC1,O=C1NC(=O)c2ccccc12.OC(CCl)CN1CCC(Cc2ccccc2)CC1>>OC(CN1C(=O)c2ccccc2C1=O)CN1CCC(Cc2ccccc2)CC1.[H+].[Cl-],rule-based-method,,[],
198,CCOC(=O)CC#N.CCOC(=O)c1cn(-c2ccc(F)cc2)c2c(F)c(F)c(F)cc2c1=O>>CCOC(=O)C(C#N)c1c(F)cc2c(c1F)n(cc(C(=O)OCC)c2=O)-c1ccc(F)cc1,CCOC(=O)CC#N.CCOC(=O)c1cn(-c2ccc(F)cc2)c2c(F)c(F)c(F)cc2c1=O>>CCOC(=O)C(C#N)c1c(F)cc2c(c1F)n(cc(C(=O)OCC)c2=O)-c1ccc(F)cc1.[H+].[F-],rule-based-method,,[],
199,CCNCc1cc(ccc1Br)C(F)(F)F.Clc1ccc(CN=C=O)cc1>>CCN(Cc1cc(ccc1Br)C(F)(F)F)C(=O)NCc1ccc(Cl)cc1,CCNCc1cc(ccc1Br)C(F)(F)F.Clc1ccc(CN=C=O)cc1>>CCN(Cc1cc(ccc1Br)C(F)(F)F)C(=O)NCc1ccc(Cl)cc1,,,[],
200,Clc1ccc(Cl)nc1.O=Cc1ccncc1>>OC(c1ccncc1)c1nc(Cl)ccc1Cl,Clc1ccc(Cl)nc1.O=Cc1ccncc1>>OC(c1ccncc1)c1nc(Cl)ccc1Cl,,,[],
201,FC(F)(F)c1cccc(CCl)c1.O=C1NCc2ccc(cc12)N1CCN(CCC(c2ccccc2)c2ccccc2)CC1>>FC(F)(F)c1cccc(CN2Cc3ccc(cc3C2=O)N2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c1,FC(F)(F)c1cccc(CCl)c1.O=C1NCc2ccc(cc12)N1CCN(CCC(c2ccccc2)c2ccccc2)CC1>>FC(F)(F)c1cccc(CN2Cc3ccc(cc3C2=O)N2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c1.[H+].[Cl-],rule-based-method,,[],
202,COC(Cl)=O.CN(C)C(=O)N1CC(=CC1(CCCN)c1ccccc1)c1cc(Cl)ccc1F>>COC(=O)NCCCC1(C=C(CN1C(=O)N(C)C)c1cc(Cl)ccc1F)c1ccccc1,COC(Cl)=O.CN(C)C(=O)N1CC(=CC1(CCCN)c1ccccc1)c1cc(Cl)ccc1F>>COC(=O)NCCCC1(C=C(CN1C(=O)N(C)C)c1cc(Cl)ccc1F)c1ccccc1.[H+].[Cl-],rule-based-method,,[],
203,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(O)cc2c(=O)n1N1CCOCC1.ClCc1ccccn1>>Cl.COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(OCc3ccccn3)cc2c(=O)n1N1CCOCC1,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(O)cc2c(=O)n1N1CCOCC1.ClCc1ccccn1>>Cl.COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(OCc3ccccn3)cc2c(=O)n1N1CCOCC1,,,[],
204,COC(=O)C=Cc1ccc(C=O)cc1.Cc1[nH]c2ccccc2c1CCN>>COC(=O)C=Cc1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1,COC(=O)C=Cc1ccc(C=O)cc1.Cc1[nH]c2ccccc2c1CCN.[H].[H]>>COC(=O)C=Cc1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O,rule-based-method,,[],
205,C[N+](C)(C)CC(CC([O-])=O)NC(=O)c1ccc(Br)o1.CCCCCCOc1cccc(c1)C#C>>CCCCCCOc1cccc(c1)C#Cc1ccc(o1)C(=O)NC(CC([O-])=O)C[N+](C)(C)C,C[N+](C)(C)CC(CC([O-])=O)NC(=O)c1ccc(Br)o1.CCCCCCOc1cccc(c1)C#C>>CCCCCCOc1cccc(c1)C#Cc1ccc(o1)C(=O)NC(CC([O-])=O)C[N+](C)(C)C.[H+].[Br-],rule-based-method,,[],
206,CN(C)CCCl.OCc1scc-2c1-c1cc(Cl)ccc1Oc1ccccc-21>>CN(C)CCOCc1scc-2c1-c1cc(Cl)ccc1Oc1ccccc-21,CN(C)CCCl.OCc1scc-2c1-c1cc(Cl)ccc1Oc1ccccc-21>>CN(C)CCOCc1scc-2c1-c1cc(Cl)ccc1Oc1ccccc-21.[H+].[Cl-],rule-based-method,,[],
207,CCOC(=O)c1ccc(c(n1)-c1ccc(Cl)c(O)c1)-c1c(OC)cccc1OC.CN(C)CCCCl>>CCOC(=O)c1ccc(c(n1)-c1ccc(Cl)c(OCCCN(C)C)c1)-c1c(OC)cccc1OC,CCOC(=O)c1ccc(c(n1)-c1ccc(Cl)c(O)c1)-c1c(OC)cccc1OC.CN(C)CCCCl>>CCOC(=O)c1ccc(c(n1)-c1ccc(Cl)c(OCCCN(C)C)c1)-c1c(OC)cccc1OC.[H+].[Cl-],rule-based-method,,[],
208,SCc1ccc(Cl)c(Cl)c1.Oc1ccc2C(=O)CCCc2c1CCl>>Oc1ccc2C(=O)CCCc2c1CSCc1ccc(Cl)c(Cl)c1,SCc1ccc(Cl)c(Cl)c1.Oc1ccc2C(=O)CCCc2c1CCl>>Oc1ccc2C(=O)CCCc2c1CSCc1ccc(Cl)c(Cl)c1.[H+].[Cl-],rule-based-method,,[],
209,CCCCN.COC(OC)C=O>>CCCCNCC(OC)OC,CCCCN.COC(OC)C=O.[H].[H]>>CCCCNCC(OC)OC.O,rule-based-method,,[],
210,CN(C)c1ccc(F)c(c1)[N+]([O-])=O>>CN(C)c1ccc(F)c(N)c1,CN(C)c1ccc(F)c(c1)[N+]([O-])=O>>CN(C)c1ccc(F)c(N)c1.O.[OH-],mcs-based-method,,[],
211,CCOc1ccccc1C(Cl)=O.NC(=O)c1nccc(C#N)c1N>>CCOc1ccccc1C(=O)Nc1c(ccnc1C(N)=O)C#N,CCOc1ccccc1C(Cl)=O.NC(=O)c1nccc(C#N)c1N>>CCOc1ccccc1C(=O)Nc1c(ccnc1C(N)=O)C#N.[H+].[Cl-],rule-based-method,,[],
212,COc1cc(OC)nc(n1)S(C)(=O)=O.OC(=O)c1c(O)ccc2oc(c(C(=O)c3ccccc3)c12)C(F)(F)F>>COc1cc(OC)nc(Oc2ccc3oc(c(C(=O)c4ccccc4)c3c2C([O-])=O)C(F)(F)F)n1,COc1cc(OC)nc(n1)S(C)(=O)=O.OC(=O)c1c(O)ccc2oc(c(C(=O)c3ccccc3)c12)C(F)(F)F>>COc1cc(OC)nc(Oc2ccc3oc(c(C(=O)c4ccccc4)c3c2C([O-])=O)C(F)(F)F)n1.C[SH](=O)=O,mcs-based-method,,[],
213,CC(C)(C)[Si](C)(C)OS(=O)(=O)C(F)(F)F.COC(=O)c1c(N)scc1CO>>COC(=O)c1c(N)scc1CO[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)OS(=O)(=O)C(F)(F)F.COC(=O)c1c(N)scc1CO>>COC(=O)c1c(N)scc1CO[Si](C)(C)C(C)(C)C.O=S(=O)(O)C(F)(F)F,mcs-based-method,,[],
214,CCOC(=O)CN.COc1ccc(CC2N(CCCc3cc(OC)c(OC)cc23)C(C(O)=O)c2ccccc2)cc1OC>>CCOC(=O)CNC(=O)C(N1CCCc2cc(OC)c(OC)cc2C1Cc1ccc(OC)c(OC)c1)c1ccccc1,CCOC(=O)CN.COc1ccc(CC2N(CCCc3cc(OC)c(OC)cc23)C(C(O)=O)c2ccccc2)cc1OC>>CCOC(=O)CNC(=O)C(N1CCCc2cc(OC)c(OC)cc2C1Cc1ccc(OC)c(OC)c1)c1ccccc1.O,rule-based-method,,[],
215,Cc1ncc[nH]1.Clc1cnc2CN(Cc3ccccc3)CCOc2n1>>Cc1nccn1-c1cnc2CN(Cc3ccccc3)CCOc2n1,Cc1ncc[nH]1.Clc1cnc2CN(Cc3ccccc3)CCOc2n1>>Cc1nccn1-c1cnc2CN(Cc3ccccc3)CCOc2n1.[H+].[Cl-],rule-based-method,,[],
216,Cc1n[nH]c(=O)c(-c2cccc(F)c2F)c1-c1ccc(Cl)cc1.ClP(Cl)(Cl)=O>>Cc1nnc(Cl)c(-c2cccc(F)c2F)c1-c1ccc(Cl)cc1,Cc1n[nH]c(=O)c(-c2cccc(F)c2F)c1-c1ccc(Cl)cc1.ClP(Cl)(Cl)=O>>Cc1nnc(Cl)c(-c2cccc(F)c2F)c1-c1ccc(Cl)cc1.O=P(O)(Cl)Cl,mcs-based-method,,['default single bond'],
217,CC(C)(C)OC(=O)Nc1ccc(Cl)cc1C=CC(O)=O.CC1CN(Cc2ccc(F)cc2)CCN1>>CC1CN(Cc2ccc(F)cc2)CCN1C(=O)C=Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)Nc1ccc(Cl)cc1C=CC(O)=O.CC1CN(Cc2ccc(F)cc2)CCN1>>CC1CN(Cc2ccc(F)cc2)CCN1C(=O)C=Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C.O,rule-based-method,,[],
218,Cc1cc(C)cc(c1)C(O)=O.ClS(Cl)=O>>Cc1cc(C)cc(c1)C(Cl)=O,Cc1cc(C)cc(c1)C(O)=O.ClS(Cl)=O>>Cc1cc(C)cc(c1)C(Cl)=O.O=S(O)Cl,mcs-based-method,,['default single bond'],
219,COc1ccc(SCC(O)=O)cc1OC.NC1C2SCC(C=C3CCN(Cc4cccc(O)c4)C3=O)=C(N2C1=O)C(O)=O>>COc1ccc(SCC(=O)NC2C3SCC(C=C4CCN(Cc5cccc(O)c5)C4=O)=C(N3C2=O)C(O)=O)cc1OC,COc1ccc(SCC(O)=O)cc1OC.NC1C2SCC(C=C3CCN(Cc4cccc(O)c4)C3=O)=C(N2C1=O)C(O)=O>>COc1ccc(SCC(=O)NC2C3SCC(C=C4CCN(Cc5cccc(O)c5)C4=O)=C(N3C2=O)C(O)=O)cc1OC.O,rule-based-method,,[],
220,COC1=CC(=O)N(C1)C(CC1CCCC1)C(O)=O.Nc1cnccn1>>COC1=CC(=O)N(C1)C(CC1CCCC1)C(=O)Nc1cnccn1,COC1=CC(=O)N(C1)C(CC1CCCC1)C(O)=O.Nc1cnccn1>>COC1=CC(=O)N(C1)C(CC1CCCC1)C(=O)Nc1cnccn1.O,rule-based-method,,[],
221,NS(=O)(=O)c1ccc(cc1)-n1nc(c(CBr)c1-c1ccccc1)C(F)(F)F.CS(C)=O>>NS(=O)(=O)c1ccc(cc1)-n1nc(c(C=O)c1-c1ccccc1)C(F)(F)F,NS(=O)(=O)c1ccc(cc1)-n1nc(c(CBr)c1-c1ccccc1)C(F)(F)F.CS(C)=O>>NS(=O)(=O)c1ccc(cc1)-n1nc(c(C=O)c1-c1ccccc1)C(F)(F)F.Br.CSC,mcs-based-method,,['S bond restriction'],
222,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(O)=O.OCCNCCO>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(=O)N(CCO)CCO,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(O)=O.OCCNCCO>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(=O)N(CCO)CCO.O,rule-based-method,,[],
